date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:05	53154/53154	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:06%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-star-bar/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-star-bar/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:06	51345/51345	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:07%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-verandah-bar/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-verandah-bar/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:07	52000/52000	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:08%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-watershed-hotel/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-watershed-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:08	52724/52724	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:09%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-white-horse/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-white-horse/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:08	52207/52207	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:46:47%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-winery/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-winery/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:09	54102/54102	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:10%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-world-bar/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-world-bar/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:10	51907/51907	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:11%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-wynard-hotel/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-wynard-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:11	51446/51446	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:12%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/tone/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/tone/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:12	51623/51623	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:13%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/trumps-tavern/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/trumps-tavern/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:13	51703/51703	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:14%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/ventuno/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/ventuno/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:14	52621/52621	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:15%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/world-tower-hotel/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/world-tower-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:15	51641/51641	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:16%20GMT	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/zeta-bar/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/zeta-bar/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/)
21:53:15	1187/1187	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/woolpack-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/woolpack-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/woolpack-hotel/)
21:53:16	1181/1181	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/kings-cross-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/kings-cross-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/kings-cross-hotel/)
21:53:16	1183/1183	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/the-bridge-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/the-bridge-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/the-bridge-hotel/)
21:53:17	1689/1689	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/mumu-grill/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/mumu-grill/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/mumu-grill/)
21:53:17	1186/1186	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/bazzar-bier-cafe/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/bazzar-bier-cafe/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/bazzar-bier-cafe/)
21:53:18	1180/1180	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/chelsea-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/chelsea-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/chelsea-hotel/)
21:53:18	1186/1186	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/crows-nest-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/crows-nest-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/crows-nest-hotel/)
21:53:19	1180/1180	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/gilroys-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/gilroys-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/gilroys-hotel/)
21:53:19	54057/54057	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:20%20GMT	http://www.sydneyhappyhour.com/sydney-bars/north-shore/the-greengate-hotel/	www.sydneyhappyhour.com/sydney-bars/north-shore/the-greengate-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/gilroys-hotel/)
21:53:20	1876/1876	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/kirribilli-club/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/kirribilli-club/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/kirribilli-club/)
21:53:21	1206/1206	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/mount-street-terrace-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/mount-street-terrace-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/mount-street-terrace-hotel/)
21:53:21	1188/1188	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-station-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-station-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-station-hotel/)
21:53:22	1192/1192	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-commodore-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-commodore-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-commodore-hotel/)
21:53:22	1192/1192	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-greenwood-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-greenwood-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-greenwood-hotel/)
21:53:23	1190/1190	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-rag-and-famish/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-rag-and-famish/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-rag-and-famish/)
21:53:23	1188/1188	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-terrace-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-terrace-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-terrace-hotel/)
21:53:23	1184/1184	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-union-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-union-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/the-union-hotel/)
21:53:24	1194/1194	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/woolwhich-pier-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/lower-north-shore/woolwhich-pier-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/woolwhich-pier-hotel/)
21:53:25	45567/45567	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:26%20GMT	http://www.sydneyhappyhour.com/sydney-bars/north-shore/	www.sydneyhappyhour.com/sydney-bars/north-shore/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/lower-north-shore/woolwhich-pier-hotel/)
21:53:25	1181/1181	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/o-donoghues/feed/	www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/o-donoghues/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/o-donoghues/)
21:53:26	1192/1192	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-bondi-icebergs/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-bondi-icebergs/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-bondi-icebergs/)
21:53:26	1180/1180	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/bondi-social/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/bondi-social/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/bondi-social/)
21:53:27	1190/1190	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/cock-n-bull-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/cock-n-bull-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/cock-n-bull-hotel/)
21:53:27	1196/1196	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-coogee-bay-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-coogee-bay-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-coogee-bay-hotel/)
21:53:28	1200/1200	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/coogee-cafe-after-dark/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/coogee-cafe-after-dark/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/coogee-cafe-after-dark/)
21:53:28	1180/1180	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/durty-nellys/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/durty-nellys/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/durty-nellys/)
21:53:29	1180/1180	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-goldfish/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-goldfish/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-goldfish/)
21:53:29	1192/1192	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/maroobra-bay-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/maroobra-bay-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/maroobra-bay-hotel/)
21:53:29	1198/1198	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-peppermint-lounge/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-peppermint-lounge/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-peppermint-lounge/)
21:53:30	51908/51908	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:31%20GMT	http://www.sydneyhappyhour.com/sydney-bars/south-west-sydney/the-cauliflower-hotel/	www.sydneyhappyhour.com/sydney-bars/south-west-sydney/the-cauliflower-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-peppermint-lounge/)
21:53:31	1200/1200	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/prague-beer-restaurant/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/prague-beer-restaurant/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/prague-beer-restaurant/)
21:53:31	52065/52065	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:32%20GMT	http://www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/tollgate-hotel/	www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/tollgate-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/prague-beer-restaurant/)
21:53:32	1186/1186	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-bondi-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-bondi-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-bondi-hotel/)
21:53:33	1192/1192	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/horses-and-coaches/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/horses-and-coaches/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/horses-and-coaches/)
21:53:33	1182/1182	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-doncaster/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-doncaster/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-doncaster/)
21:53:34	52572/52572	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:35%20GMT	http://www.sydneyhappyhour.com/sydney-bars/north-shore/the-great-northern-hotel/	www.sydneyhappyhour.com/sydney-bars/north-shore/the-great-northern-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-doncaster/)
21:53:35	1178/1178	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-eastern/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-eastern/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-eastern/)
21:53:35	1186/1186	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-vegas-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-vegas-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-eastern-suburbs/the-vegas-hotel/)
21:53:35	2209/2209	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-porterhouse/feed/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-porterhouse/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-porterhouse/)
21:53:36	1183/1183	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-brooklyn-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-brooklyn-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/sydney-cbd/the-brooklyn-hotel/)
21:53:36	1185/1185	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/warren-view-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/warren-view-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/warren-view-hotel/)
21:53:37	46848/46848	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:38%20GMT	http://www.sydneyhappyhour.com/sydney-bars/south-west-sydney/	www.sydneyhappyhour.com/sydney-bars/south-west-sydney/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/warren-view-hotel/)
21:53:38	1195/1195	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/australian-youth-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/australian-youth-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/australian-youth-hotel/)
21:53:38	1195/1195	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/canley-heights-rsl/feed/	www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/canley-heights-rsl/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/canley-heights-rsl/)
21:53:39	1191/1191	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/cat-and-fiddle-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/cat-and-fiddle-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/cat-and-fiddle-hotel/)
21:53:39	1193/1193	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/drummoyne-sports-club/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/drummoyne-sports-club/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/drummoyne-sports-club/)
21:53:40	1189/1189	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/duck-and-swan-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/duck-and-swan-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/duck-and-swan-hotel/)
21:53:40	1191/1191	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/flying-fajita-sistas/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/flying-fajita-sistas/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/flying-fajita-sistas/)
21:53:41	52256/52256	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:42%20GMT	http://www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/wallacia-hotel/	www.sydneyhappyhour.com/sydney-bars/greater-western-sydney/wallacia-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/flying-fajita-sistas/)
21:53:42	1187/1187	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/forest-lodge-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/forest-lodge-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/forest-lodge-hotel/)
21:53:42	1173/1173	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/freaky-tiki/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/freaky-tiki/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/freaky-tiki/)
21:53:43	1179/1179	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/friend-in-hand/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/friend-in-hand/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/friend-in-hand/)
21:53:43	1187/1187	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/madame-fling-flong/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/madame-fling-flong/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/madame-fling-flong/)
21:53:44	1183/1183	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/malborough-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/malborough-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/malborough-hotel/)
21:53:44	1169/1169	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/nags-head/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/nags-head/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/nags-head/)
21:53:45	1181/1181	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/nags-head-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/nags-head-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/nags-head-hotel/)
21:53:45	1186/1186	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/paddys-brewery/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/paddys-brewery/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/paddys-brewery/)
21:53:46	52238/52238	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:47%20GMT	http://www.sydneyhappyhour.com/sydney-bars/south-west-sydney/parkview-hotel/	www.sydneyhappyhour.com/sydney-bars/south-west-sydney/parkview-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/paddys-brewery/)
21:53:47	1179/1179	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/red-lion-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/red-lion-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/red-lion-hotel/)
21:53:47	1185/1185	---M--	200	added ('OK')	text/xml	etag:%2258690b3a31c77a7fc624348eb895484c%22	http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/sandringham-hotel/feed/	www.sydneyhappyhour.com/sydney-bars/the-inner-west/sandringham-hotel/feed/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/sandringham-hotel/)
21:53:48	53212/53212	---MC-	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202011%2010:53:49%20GMT	http://www.sydneyhappyhour.com/sydney-bars/south-west-sydney/town-country-hotel/	www.sydneyhappyhour.com/sydney-bars/south-west-sydney/town-country-hotel/index.html	(from http://www.sydneyhappyhour.com/sydney-bars/the-inner-west/sandringham-hotel/)
